 Property name,Report Section,Data type,Data count,Care level
Bellingham,Capacity,Resident Capacity,24,Cottage
Bellingham,Capacity,Resident Capacity,46,Manor
Bellingham,Census,Census,24,Cottage
Bellingham,Census,Census,45,Manor
Bellingham,MoveOuts,Competition,1,Manor
Bellingham,Statistics,YTD Move-Ins,1,Cottage
Bellingham,Statistics,YTD Move-Outs,2,Cottage
Bellingham,Statistics,WTD Move-Ins,1,Manor
Bellingham,Statistics,WTD Move-Outs,1,Manor
Bellingham,Statistics,YTD Move-Ins,4,Manor
Bellingham,Statistics,YTD Move-Outs,4,Manor
Billings,Capacity,Resident Capacity,31,Cottage
Billings,Capacity,Resident Capacity,67,Manor
Billings,Census,Census,28,Cottage
Billings,Census,Census,60,Manor
Billings,MoveOuts,Higher level of care-SNF,1,Manor
Billings,Statistics,YTD Move-Ins,6,Cottage
Billings,Statistics,YTD Move-Outs,10,Cottage
Billings,Statistics,WTD Move-Outs,1,Manor
Billings,Statistics,YTD Move-Ins,13,Manor
Billings,Statistics,YTD Move-Outs,6,Manor
Bozeman,Capacity,Resident Capacity,12,Chalet
Bozeman,Capacity,Resident Capacity,24,Cottage
Bozeman,Capacity,Resident Capacity,73,Manor
Bozeman,Capacity,Resident Capacity,10,Villa
Bozeman,Census,Census,18,Cottage
Bozeman,Census,Census,58,Manor
Bozeman,Census,Census,10,Villa
Bozeman,Statistics,YTD Move-Ins,3,Cottage
Bozeman,Statistics,YTD Move-Outs,9,Cottage
Bozeman,Statistics,YTD Move-Ins,6,Manor
Bozeman,Statistics,YTD Move-Outs,7,Manor
Bozeman,Statistics,YTD Move-Ins,2,Villa
Flagstaff,Capacity,Resident Capacity,32,Cottage
Flagstaff,Capacity,Resident Capacity,60,Manor
Flagstaff,Census,Census,13,Cottage
Flagstaff,Census,Census,28,Manor
Flagstaff,Statistics,YTD Move-Ins,9,Cottage
Flagstaff,Statistics,YTD Move-Ins,17,Manor
Flagstaff,Statistics,YTD Move-Outs,3,Manor
Great Falls,Capacity,Resident Capacity,22,Cottage
Great Falls,Capacity,Resident Capacity,34,Manor
Great Falls,Census,Census,22,Cottage
Great Falls,Census,Census,33,Manor
Great Falls,Statistics,YTD Move-Ins,1,Cottage
Great Falls,Statistics,YTD Move-Outs,3,Cottage
Great Falls,Statistics,YTD Move-Ins,7,Manor
Great Falls,Statistics,YTD Move-Outs,2,Manor
Prescott,Capacity,Resident Capacity,24,Cottage
Prescott,Capacity,Resident Capacity,63,Manor
Prescott,Census,Census,26,Cottage
Prescott,Census,Census,49,Manor
Prescott,MoveOuts,Competition,1,Manor
Prescott,Statistics,YTD Move-Ins,1,Cottage
Prescott,Statistics,YTD Move-Outs,3,Cottage
Prescott,Statistics,WTD Move-Outs,1,Manor
Prescott,Statistics,YTD Move-Ins,8,Manor
Prescott,Statistics,YTD Move-Outs,7,Manor
Temecula,Capacity,Resident Capacity,36,Cottage
Temecula,Capacity,Resident Capacity,52,Manor
Temecula,Census,Census,34,Cottage
Temecula,Census,Census,49,Manor
Temecula,MoveOuts,Higher level of care-SNF,1,Cottage
Temecula,MoveOuts,Financial,1,Manor
Temecula,Statistics,WTD Move-Outs,1,Cottage
Temecula,Statistics,YTD Move-Ins,3,Cottage
Temecula,Statistics,YTD Move-Outs,8,Cottage
Temecula,Statistics,WTD Move-Outs,1,Manor
Temecula,Statistics,YTD Move-Ins,5,Manor
Temecula,Statistics,YTD Move-Outs,5,Manor
Vancouver,Capacity,Resident Capacity,23,Cottage
Vancouver,Capacity,Resident Capacity,33,Manor
Vancouver,Capacity,Resident Capacity,8,Villa
Vancouver,Census,Census,19,Cottage
Vancouver,Census,Census,33,Manor
Vancouver,Census,Census,8,Villa
Vancouver,Statistics,YTD Move-Ins,3,Cottage
Vancouver,Statistics,YTD Move-Outs,5,Cottage
Vancouver,Statistics,WTD Move-Ins,1,Manor
Vancouver,Statistics,YTD Move-Ins,4,Manor
Vancouver,Statistics,YTD Move-Outs,3,Manor
Vancouver,Statistics,YTD Move-Ins,1,Villa
Wenatchee,Capacity,Resident Capacity,0,Chalet
Wenatchee,Capacity,Resident Capacity,16,Cottage
Wenatchee,Capacity,Resident Capacity,43,Manor
Wenatchee,Census,Census,14,Cottage
Wenatchee,Census,Census,42,Manor
Wenatchee,Statistics,YTD Move-Ins,2,Cottage
Wenatchee,Statistics,YTD Move-Outs,4,Cottage
Wenatchee,Statistics,YTD Move-Ins,8,Manor
Wenatchee,Statistics,YTD Move-Outs,6,Manor
Yakima,Capacity,Resident Capacity,22,Cottage
Yakima,Capacity,Resident Capacity,34,Manor
Yakima,Census,Census,24,Cottage
Yakima,Census,Census,34,Manor
Yakima,Statistics,YTD Move-Ins,1,Cottage
Yakima,Statistics,YTD Move-Ins,5,Manor
Yakima,Statistics,YTD Move-Outs,4,Manor
