2021-12-24 10:00:15	Read from case_api
2021-12-24 10:00:25	/home1/occupanc/public_html
2021-12-24 10:00:25	step1
2021-12-24 10:00:25	is_exist_file
2021-12-24 10:00:25	step 2
2021-12-24 10:00:25	step 3
2021-12-24 10:00:25	step 4
2021-12-24 10:00:25	step 5
2021-12-24 10:00:25	step 6
2021-12-24 10:00:25	step 7
2021-12-24 10:00:25	step 8-2
2021-12-24 10:00:25	step 10
2021-12-24 10:00:25	step 11
2021-12-24 10:00:25	step 12
2021-12-24 10:00:25	step 13
2021-12-24 10:00:25	step 14
2021-12-24 10:00:25	step 15
2021-12-24 10:00:25	step 16
2021-12-24 10:00:25	step 17
2021-12-24 10:00:25	step 24
2021-12-24 10:00:25	step 25
2021-12-24 10:00:26	step 26
2021-12-31 10:00:18	Read from case_api
2021-12-31 10:00:28	/home1/occupanc/public_html
2021-12-31 10:00:28	step1
2021-12-31 10:00:28	is_exist_file
2021-12-31 10:00:28	step 2
2021-12-31 10:00:28	step 3
2021-12-31 10:00:28	step 4
2021-12-31 10:00:28	step 5
2021-12-31 10:00:28	step 6
2021-12-31 10:00:28	step 7
2021-12-31 10:00:28	step 8-2
2021-12-31 10:00:28	step 10
2021-12-31 10:00:28	step 11
2021-12-31 10:00:28	step 12
2021-12-31 10:00:28	step 13
2021-12-31 10:00:28	Processing Bellingham
2021-12-31 10:00:28	new
2021-12-31 10:00:28	new
2021-12-31 10:00:28	AAAA
2021-12-31 10:00:28	Cottage
2021-12-31 10:00:28	Manor
2021-12-31 10:00:28	debug7
2021-12-31 10:00:28	debug8
2021-12-31 10:00:28	debug9
2021-12-31 10:00:28	debug10
2021-12-31 10:00:28	Completed Bellingham report.
2021-12-31 10:00:28	Processing Billings
2021-12-31 10:00:28	new
2021-12-31 10:00:28	new
2021-12-31 10:00:28	AAAA
2021-12-31 10:00:28	Cottage
2021-12-31 10:00:28	Manor
2021-12-31 10:00:28	debug7
2021-12-31 10:00:28	debug8
2021-12-31 10:00:28	debug9
2021-12-31 10:00:28	debug10
2021-12-31 10:00:28	Completed Billings report.
2021-12-31 10:00:28	Processing Bozeman
2021-12-31 10:00:28	new
2021-12-31 10:00:28	new
2021-12-31 10:00:28	AAAA
2021-12-31 10:00:28	Chalet
2021-12-31 10:00:28	Cottage
2021-12-31 10:00:28	Manor
2021-12-31 10:00:28	Villa
2021-12-31 10:00:28	debug7
2021-12-31 10:00:28	debug8
2021-12-31 10:00:28	move1
2021-12-31 10:00:28	move2
2021-12-31 10:00:28	move3
2021-12-31 10:00:28	move4
2021-12-31 10:00:28	5498
2021-12-31 10:00:28	Deceased
2021-12-31 10:00:28	1
2021-12-31 10:00:28	move5
2021-12-31 10:00:28	insert into moveouts ( `report_id`, `description`, `number`, `moveout_company_id` ) VALUES ('5498', 'Deceased', '1', '1');
2021-12-31 10:00:28	move6
2021-12-31 10:00:28	debug9
2021-12-31 10:00:28	debug10
2021-12-31 10:00:28	Completed Bozeman report.
2021-12-31 10:00:28	Processing Flagstaff
2021-12-31 10:00:28	Processing Great Falls
2021-12-31 10:00:28	new
2021-12-31 10:00:28	new
2021-12-31 10:00:28	AAAA
2021-12-31 10:00:28	Cottage
2021-12-31 10:00:28	Manor
2021-12-31 10:00:28	debug7
2021-12-31 10:00:28	debug8
2021-12-31 10:00:28	debug9
2021-12-31 10:00:28	debug10
2021-12-31 10:00:28	Completed Great Falls report.
2021-12-31 10:00:28	Processing Prescott
2021-12-31 10:00:28	new
2021-12-31 10:00:28	new
2021-12-31 10:00:28	AAAA
2021-12-31 10:00:28	Cottage
2021-12-31 10:00:28	Manor
2021-12-31 10:00:28	debug7
2021-12-31 10:00:28	debug8
2021-12-31 10:00:28	move1
2021-12-31 10:00:28	move2
2021-12-31 10:00:28	move3
2021-12-31 10:00:28	move4
2021-12-31 10:00:28	5499
2021-12-31 10:00:28	Deceased
2021-12-31 10:00:28	1
2021-12-31 10:00:28	move5
2021-12-31 10:00:28	insert into moveouts ( `report_id`, `description`, `number`, `moveout_company_id` ) VALUES ('5499', 'Deceased', '1', '1');
2021-12-31 10:00:28	move6
2021-12-31 10:00:28	debug9
2021-12-31 10:00:28	debug10
2021-12-31 10:00:28	Completed Prescott report.
2021-12-31 10:00:28	Processing Temecula
2021-12-31 10:00:28	new
2021-12-31 10:00:28	new
2021-12-31 10:00:28	AAAA
2021-12-31 10:00:28	Cottage
2021-12-31 10:00:28	Manor
2021-12-31 10:00:28	debug7
2021-12-31 10:00:28	debug8
2021-12-31 10:00:28	debug9
2021-12-31 10:00:28	debug10
2021-12-31 10:00:28	Completed Temecula report.
2021-12-31 10:00:28	Processing Vancouver
2021-12-31 10:00:28	new
2021-12-31 10:00:28	new
2021-12-31 10:00:28	AAAA
2021-12-31 10:00:28	Cottage
2021-12-31 10:00:28	Manor
2021-12-31 10:00:28	Villa
2021-12-31 10:00:28	debug7
2021-12-31 10:00:28	debug8
2021-12-31 10:00:28	debug9
2021-12-31 10:00:28	debug10
2021-12-31 10:00:28	Completed Vancouver report.
2021-12-31 10:00:28	Processing Wenatchee
2021-12-31 10:00:28	new
2021-12-31 10:00:28	new
2021-12-31 10:00:28	AAAA
2021-12-31 10:00:28	Chalet
2021-12-31 10:00:28	Cottage
2021-12-31 10:00:28	Manor
2021-12-31 10:00:28	debug7
2021-12-31 10:00:28	debug8
2021-12-31 10:00:28	debug9
2021-12-31 10:00:28	debug10
2021-12-31 10:00:28	Completed Wenatchee report.
2021-12-31 10:00:28	Processing Yakima
2021-12-31 10:00:28	new
2021-12-31 10:00:28	new
2021-12-31 10:00:28	AAAA
2021-12-31 10:00:28	Cottage
2021-12-31 10:00:28	Manor
2021-12-31 10:00:28	debug7
2021-12-31 10:00:28	debug8
2021-12-31 10:00:28	move1
2021-12-31 10:00:28	move2
2021-12-31 10:00:28	move3
2021-12-31 10:00:28	move4
2021-12-31 10:00:28	5495
2021-12-31 10:00:28	Deceased
2021-12-31 10:00:28	1
2021-12-31 10:00:28	move5
2021-12-31 10:00:28	insert into moveouts ( `report_id`, `description`, `number`, `moveout_company_id` ) VALUES ('5495', 'Deceased', '1', '1');
2021-12-31 10:00:28	move6
2021-12-31 10:00:28	debug9
2021-12-31 10:00:28	debug10
2021-12-31 10:00:28	Completed Yakima report.
2021-12-31 10:00:28	step 14
2021-12-31 10:00:28	step 15
2021-12-31 10:00:28	step 16
2021-12-31 10:00:28	step 17
2021-12-31 10:00:28	step 24
2021-12-31 10:00:28	step 25
2021-12-31 10:00:28	step 26
2021-12-31 10:00:28	step 2
2021-12-31 10:00:28	step 3
2021-12-31 10:00:28	step 4
2021-12-31 10:00:28	step 5
2021-12-31 10:00:28	step 6
2021-12-31 10:00:28	step 7
2021-12-31 10:00:28	step 10
2021-12-31 10:00:28	step 11
2021-12-31 10:00:28	step 12
2021-12-31 10:00:28	step 13
2021-12-31 10:00:28	step 14
2021-12-31 10:00:28	step 15
2021-12-31 10:00:28	step 16
2021-12-31 10:00:28	step 17
2021-12-31 10:00:28	step 24
2021-12-31 10:00:28	step 25
2021-12-31 10:00:28	step 26
2021-12-31 10:00:28	step 25
2021-12-31 10:00:28	step 26
2022-01-04 21:44:02	/home1/occupanc/public_html
2022-01-04 21:44:02	step 1
2022-01-04 21:44:02	step 2
2022-01-04 21:44:02	step 3
2022-01-04 21:44:02	step 4
2022-01-04 21:44:02	step 5
2022-01-04 21:44:02	step 6
2022-01-04 21:44:02	step 7
2022-01-04 21:44:02	step 8
2022-01-04 21:44:02	step 9
2022-01-04 21:44:02	step 10
2022-01-04 21:44:02	step 11
2022-01-04 21:44:02	step 12
2022-01-04 21:44:02	step 13
2022-01-04 21:44:02	Processing Bellingham
2022-01-04 21:44:02	Cottage
2022-01-04 21:44:02	Manor
2022-01-04 21:44:02	debug7
2022-01-04 21:44:02	debug8
2022-01-04 21:44:02	debug9
2022-01-04 21:44:02	debug10
2022-01-04 21:44:02	Completed Bellingham report.
2022-01-04 21:44:02	Processing Billings
2022-01-04 21:44:02	Cottage
2022-01-04 21:44:02	Manor
2022-01-04 21:44:02	debug7
2022-01-04 21:44:02	debug8
2022-01-04 21:44:02	debug9
2022-01-04 21:44:02	debug10
2022-01-04 21:44:02	Completed Billings report.
2022-01-04 21:44:02	Processing Bozeman
2022-01-04 21:44:02	Chalet
2022-01-04 21:44:02	Cottage
2022-01-04 21:44:02	Manor
2022-01-04 21:44:02	Villa
2022-01-04 21:44:02	debug7
2022-01-04 21:44:02	debug8
2022-01-04 21:44:02	move1
2022-01-04 21:44:02	move2
2022-01-04 21:44:02	move3
2022-01-04 21:44:02	move4
2022-01-04 21:44:02	5516
2022-01-04 21:44:02	Deceased
2022-01-04 21:44:02	1
2022-01-04 21:44:02	move5
2022-01-04 21:44:02	insert into moveouts ( `report_id`, `description`, `number`, `moveout_company_id` ) VALUES ('5516', 'Deceased', '1', '1');
2022-01-04 21:44:02	move6
2022-01-04 21:44:02	debug9
2022-01-04 21:44:02	debug10
2022-01-04 21:44:02	Completed Bozeman report.
2022-01-04 21:44:02	Processing Flagstaff
2022-01-04 21:44:02	Processing Great Falls
2022-01-04 21:44:02	Cottage
2022-01-04 21:44:02	Manor
2022-01-04 21:44:02	debug7
2022-01-04 21:44:02	debug8
2022-01-04 21:44:02	debug9
2022-01-04 21:44:02	debug10
2022-01-04 21:44:02	Completed Great Falls report.
2022-01-04 21:44:02	Processing Prescott
2022-01-04 21:44:02	Cottage
2022-01-04 21:44:02	Manor
2022-01-04 21:44:02	debug7
2022-01-04 21:44:02	debug8
2022-01-04 21:44:02	move1
2022-01-04 21:44:02	move2
2022-01-04 21:44:02	move3
2022-01-04 21:44:02	move4
2022-01-04 21:44:02	5517
2022-01-04 21:44:02	Deceased
2022-01-04 21:44:02	1
2022-01-04 21:44:02	move5
2022-01-04 21:44:02	insert into moveouts ( `report_id`, `description`, `number`, `moveout_company_id` ) VALUES ('5517', 'Deceased', '1', '1');
2022-01-04 21:44:02	move6
2022-01-04 21:44:02	debug9
2022-01-04 21:44:02	debug10
2022-01-04 21:44:02	Completed Prescott report.
2022-01-04 21:44:02	Processing Temecula
2022-01-04 21:44:02	Cottage
2022-01-04 21:44:02	Manor
2022-01-04 21:44:02	debug7
2022-01-04 21:44:02	debug8
2022-01-04 21:44:02	debug9
2022-01-04 21:44:02	debug10
2022-01-04 21:44:02	Completed Temecula report.
2022-01-04 21:44:02	Processing Vancouver
2022-01-04 21:44:02	Cottage
2022-01-04 21:44:02	Manor
2022-01-04 21:44:02	Villa
2022-01-04 21:44:02	debug7
2022-01-04 21:44:02	debug8
2022-01-04 21:44:02	debug9
2022-01-04 21:44:02	debug10
2022-01-04 21:44:02	Completed Vancouver report.
